,Record_Number,Region,RESIDENCE_TYPE,Family_Composition,sex,age,Marital_Status,student,Country_Of_Birth,health,Ethnic_Group,religion,Economic_Activity,Occupation,industry,Hours_Worked_Per_Week,Approximate_Social_Grade
29548,29549,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
29549,29550,S92000003,P,2,2,4,4,1,1,1,1,2,6,5,5,X,3
29550,29551,S92000003,P,0,2,8,5,2,1,4,1,2,5,9,10,X,4
29551,29552,S92000003,P,1,2,5,2,2,1,3,1,1,1,6,11,2,3
29552,29553,S92000003,P,4,2,5,3,1,1,2,1,1,4,6,11,1,2
29553,29554,S92000003,P,4,2,1,1,1,1,1,4,2,X,X,X,X,X
29554,29555,S92000003,P,1,1,7,2,2,1,2,1,2,5,5,8,X,2
29555,29556,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
29556,29557,S92000003,P,1,1,1,1,1,1,2,1,1,X,X,X,X,X
29557,29558,S92000003,P,2,1,1,1,1,1,2,1,1,X,X,X,X,X
29558,29559,S92000003,P,1,1,7,2,2,1,2,1,2,5,1,4,X,2
29559,29560,S92000003,P,4,2,2,1,1,1,1,1,1,4,4,12,1,4
29560,29561,S92000003,P,1,2,4,2,2,1,2,1,1,1,7,4,3,3
29561,29562,S92000003,P,1,2,4,2,2,1,2,3,1,1,6,10,2,2
29562,29563,S92000003,P,2,1,2,1,2,1,2,1,1,3,X,X,X,4
29563,29564,S92000003,P,0,2,8,5,2,1,5,1,2,5,8,2,X,4
29564,29565,S92000003,P,1,1,6,2,2,2,3,1,1,1,8,2,4,3
29565,29566,S92000003,P,2,2,2,1,2,1,3,1,2,1,4,2,3,1
29566,29567,S92000003,P,0,1,3,1,2,1,2,1,1,9,7,4,X,4
29567,29568,S92000003,P,1,1,7,2,2,1,3,1,2,5,7,4,X,4
29568,29569,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
29569,29570,S92000003,P,1,1,3,2,2,1,2,1,1,1,2,6,3,1
29570,29571,S92000003,P,1,1,4,2,2,1,1,1,9,1,2,8,3,2
29571,29572,S92000003,P,1,1,5,2,2,1,1,1,1,1,5,2,3,3
29572,29573,S92000003,P,0,2,7,2,2,1,3,1,2,5,1,4,X,2
29573,29574,S92000003,P,4,2,2,1,2,1,1,1,1,1,3,2,3,2
29574,29575,S92000003,P,1,1,6,2,2,1,2,1,2,1,5,3,4,3
29575,29576,S92000003,P,0,2,6,3,2,1,1,1,2,1,4,1,3,2
29576,29577,S92000003,P,0,1,6,2,2,1,1,1,2,1,1,8,4,2
29577,29578,S92000003,P,1,2,6,2,2,1,1,1,2,1,4,11,1,2
29578,29579,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
29579,29580,S92000003,P,0,1,2,1,2,1,1,1,2,1,4,9,3,2
29580,29581,S92000003,P,0,1,6,1,2,1,2,1,1,1,2,10,4,1
29581,29582,S92000003,P,1,2,2,1,2,1,1,1,2,1,4,4,3,2
29582,29583,S92000003,P,4,2,7,5,2,1,4,1,2,5,X,X,X,4
29583,29584,S92000003,P,2,1,4,1,2,1,1,1,1,1,3,9,3,2
29584,29585,S92000003,P,2,1,4,1,2,1,1,1,1,2,8,6,4,4
29585,29586,S92000003,P,2,2,1,1,1,1,1,1,9,X,X,X,X,X
29586,29587,S92000003,P,1,1,6,2,2,1,1,1,2,1,9,2,3,4
29587,29588,S92000003,P,1,1,4,2,2,1,2,1,2,1,3,2,3,3
29588,29589,S92000003,P,1,1,4,2,2,1,2,1,2,1,5,3,3,3
29589,29590,S92000003,P,2,2,3,1,2,1,1,1,1,1,2,6,3,1
29590,29591,S92000003,P,1,1,5,2,2,2,2,3,1,1,5,5,2,4
29591,29592,S92000003,P,1,2,1,1,2,1,1,1,9,X,X,X,X,X
29592,29593,S92000003,P,1,2,5,2,2,1,2,1,1,1,9,5,2,2
29593,29594,S92000003,P,1,1,4,4,2,1,1,1,2,1,1,2,4,4
29594,29595,S92000003,P,1,1,5,2,2,1,1,1,2,1,9,6,3,3
29595,29596,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
29596,29597,S92000003,P,1,2,1,1,1,1,1,3,6,X,X,X,X,X
29597,29598,S92000003,P,2,2,1,1,2,1,1,1,1,X,X,X,X,X
29598,29599,S92000003,P,1,2,3,2,2,1,1,1,2,1,2,8,3,1
29599,29600,S92000003,P,0,1,3,1,2,1,1,1,1,1,5,2,4,3
29600,29601,S92000003,P,0,2,2,1,2,1,1,1,2,1,2,8,3,1
29601,29602,S92000003,P,1,2,3,2,1,2,1,4,2,6,3,11,X,1
29602,29603,S92000003,P,1,1,1,1,1,1,1,1,9,X,X,X,X,X
29603,29604,S92000003,P,2,2,3,1,2,1,1,1,1,1,3,9,3,2
29604,29605,S92000003,P,1,1,1,1,2,1,1,4,2,X,X,X,X,X
29605,29606,S92000003,P,1,1,6,2,2,1,1,1,9,2,1,8,4,2
29606,29607,S92000003,P,1,1,4,2,2,1,1,1,1,1,2,11,3,1
29607,29608,S92000003,P,5,1,3,1,2,2,1,1,1,1,6,5,3,3
29608,29609,S92000003,P,2,2,3,1,2,1,2,1,1,1,4,8,3,2
29609,29610,S92000003,P,4,2,8,5,2,1,3,1,2,5,9,5,X,4
29610,29611,S92000003,P,0,1,8,5,2,1,2,1,1,5,5,2,X,3
29611,29612,S92000003,P,0,1,2,1,1,1,1,3,6,6,7,4,X,2
29612,29613,S92000003,P,1,1,7,2,2,1,4,1,2,5,5,2,X,3
29613,29614,S92000003,P,0,1,3,1,2,2,2,1,2,1,8,13,3,4
29614,29615,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
29615,29616,S92000003,P,0,2,6,5,2,1,1,1,2,5,1,6,X,2
29616,29617,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
29617,29618,S92000003,P,0,1,2,1,1,1,1,1,8,4,6,11,2,2
29618,29619,S92000003,P,3,1,8,5,2,1,2,1,2,5,9,8,X,4
29619,29620,S92000003,P,4,2,7,1,2,1,2,1,2,5,4,9,X,2
29620,29621,S92000003,P,0,1,4,1,2,1,1,1,2,1,7,4,3,2
29621,29622,S92000003,P,2,1,3,1,1,2,1,1,1,4,9,8,4,2
29622,29623,S92000003,P,5,2,2,1,1,2,1,1,1,4,X,X,X,2
29623,29624,S92000003,P,0,2,8,4,2,1,3,1,9,5,4,7,X,2
29624,29625,S92000003,P,0,2,6,1,2,1,2,1,2,5,7,4,X,4
29625,29626,S92000003,P,0,1,7,1,2,1,1,1,2,5,2,13,X,1
29626,29627,S92000003,P,1,2,6,2,2,1,3,1,2,5,9,9,X,1
29627,29628,S92000003,P,0,1,3,1,2,1,1,1,2,1,3,2,3,2
29628,29629,S92000003,P,2,1,5,4,2,1,2,1,1,7,5,12,X,1
29629,29630,S92000003,P,1,1,6,2,2,1,3,1,1,1,4,2,3,2
29630,29631,S92000003,P,2,1,3,1,2,1,2,1,1,1,5,4,3,3
29631,29632,S92000003,P,4,2,5,3,2,1,2,1,1,2,6,13,2,3
29632,29633,S92000003,P,1,1,1,1,2,1,2,4,2,X,X,X,X,X
29633,29634,S92000003,P,1,2,3,2,2,2,1,1,1,1,7,4,2,4
29634,29635,S92000003,P,1,1,4,2,2,1,1,1,1,1,5,4,4,3
29635,29636,S92000003,P,1,1,5,2,2,1,1,1,1,3,9,5,X,4
29636,29637,S92000003,P,1,2,4,2,2,1,1,1,1,1,8,6,2,2
29637,29638,S92000003,P,4,1,1,1,1,1,1,1,2,X,X,X,X,X
29638,29639,S92000003,P,1,1,5,2,2,1,1,1,1,1,1,2,4,1
29639,29640,S92000003,P,1,1,5,2,2,1,1,1,9,1,4,4,3,2
29640,29641,S92000003,P,0,2,8,5,2,1,3,1,2,5,9,10,X,4
29641,29642,S92000003,P,2,2,6,4,2,1,3,1,8,5,9,9,X,3
29642,29643,S92000003,C,X,2,8,5,2,1,4,1,9,5,9,4,X,X
29643,29644,S92000003,P,1,1,5,2,2,1,1,1,2,1,9,1,4,4
29644,29645,S92000003,P,1,2,5,2,2,1,1,1,1,1,7,4,1,2
29645,29646,S92000003,P,1,2,6,2,2,1,2,1,2,1,7,4,1,4
29646,29647,S92000003,P,1,2,4,2,2,1,1,1,2,2,7,4,1,1
29647,29648,S92000003,P,1,2,4,2,2,1,1,1,2,1,9,9,3,2
29648,29649,S92000003,P,1,1,8,2,2,1,2,1,2,5,3,2,X,4
29649,29650,S92000003,P,1,2,5,2,2,1,1,1,2,1,9,9,1,3
29650,29651,S92000003,P,1,1,2,1,2,1,1,1,2,1,7,4,3,3
29651,29652,S92000003,P,1,1,3,2,2,2,2,1,1,1,5,3,3,3
29652,29653,S92000003,P,4,2,5,5,2,1,1,1,1,1,2,11,2,2
29653,29654,S92000003,P,1,2,8,2,2,1,3,1,2,5,7,4,X,4
29654,29655,S92000003,P,0,2,6,3,2,1,1,1,2,1,4,11,3,2
29655,29656,S92000003,P,4,2,5,4,2,1,2,1,1,1,2,11,3,2
29656,29657,S92000003,P,0,2,8,5,2,1,3,1,1,5,6,13,X,4
29657,29658,S92000003,P,1,1,4,2,1,1,1,1,1,4,2,10,2,1
29658,29659,S92000003,P,1,1,6,2,2,1,2,1,1,1,3,2,3,2
29659,29660,S92000003,P,2,2,5,1,2,1,2,1,1,2,1,4,4,1
29660,29661,S92000003,P,2,2,1,1,1,1,1,1,1,X,X,X,X,X
29661,29662,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
29662,29663,S92000003,P,1,1,6,2,2,1,1,1,2,1,8,6,3,3
29663,29664,S92000003,P,2,1,2,1,1,1,1,1,1,4,7,4,2,3
29664,29665,S92000003,P,1,2,2,2,2,2,2,1,2,1,9,8,3,3
29665,29666,S92000003,P,1,1,6,2,2,1,1,1,2,5,5,6,X,1
29666,29667,S92000003,P,1,2,5,2,2,1,2,1,2,1,6,11,3,2
29667,29668,S92000003,P,1,1,8,2,2,1,3,1,2,5,9,13,X,4
29668,29669,S92000003,P,1,1,8,2,2,1,2,1,2,5,8,2,X,3
29669,29670,S92000003,P,1,1,4,2,2,1,3,1,1,2,8,3,4,1
29670,29671,S92000003,P,4,2,1,1,1,1,1,1,1,X,X,X,X,X
29671,29672,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
29672,29673,S92000003,P,1,1,7,2,2,1,4,1,2,5,1,2,X,1
29673,29674,S92000003,P,0,2,8,5,2,1,2,1,2,5,6,11,X,4
29674,29675,S92000003,P,1,2,3,2,2,1,1,1,1,1,7,4,1,4
29675,29676,S92000003,P,1,1,8,2,2,1,2,1,2,5,5,1,X,4
29676,29677,S92000003,P,2,1,2,1,2,1,1,1,1,1,8,2,4,3
29677,29678,S92000003,P,0,1,2,1,2,1,1,1,1,1,9,1,1,4
29678,29679,S92000003,P,0,2,7,5,2,1,2,1,9,5,9,2,X,4
29679,29680,S92000003,P,1,2,2,1,1,1,2,1,2,6,X,X,X,3
29680,29681,S92000003,P,1,2,1,1,1,1,3,1,1,X,X,X,X,X
29681,29682,S92000003,P,1,1,2,1,2,1,1,1,1,3,9,2,X,3
29682,29683,S92000003,P,1,2,8,2,2,1,2,1,2,5,7,4,X,4
29683,29684,S92000003,P,0,2,8,5,2,1,3,1,2,5,6,1,X,4
29684,29685,S92000003,P,2,2,1,1,2,1,1,1,2,X,X,X,X,X
29685,29686,S92000003,P,1,1,2,1,1,1,1,1,2,6,7,4,X,2
29686,29687,S92000003,P,0,1,3,1,2,1,1,1,1,1,2,8,4,1
29687,29688,S92000003,P,1,1,4,2,1,1,1,1,1,4,8,2,3,2
29688,29689,S92000003,P,1,1,2,1,2,1,1,1,2,1,8,8,3,3
29689,29690,S92000003,P,1,1,3,2,2,1,1,1,1,1,8,2,3,4
29690,29691,S92000003,P,5,1,1,1,1,2,2,1,2,X,X,X,X,X
29691,29692,S92000003,P,0,2,5,3,2,1,3,1,1,1,9,5,2,4
29692,29693,S92000003,P,1,2,4,2,2,1,2,1,1,1,2,10,2,2
29693,29694,S92000003,P,1,2,7,2,2,1,2,1,2,5,7,4,X,3
29694,29695,S92000003,P,1,1,5,2,2,1,3,1,1,1,5,4,3,3
29695,29696,S92000003,P,4,2,1,1,2,1,1,1,1,X,X,X,X,X
29696,29697,S92000003,P,1,1,7,2,2,1,2,1,2,5,5,2,X,4
29697,29698,S92000003,P,1,2,5,2,2,1,3,1,1,1,9,8,1,4
29698,29699,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,3
29699,29700,S92000003,P,1,2,8,2,2,1,2,1,2,5,1,5,X,2
29700,29701,S92000003,P,0,1,4,4,2,1,2,1,2,1,5,3,3,3
29701,29702,S92000003,P,1,2,3,2,2,1,1,1,1,2,3,12,1,2
29702,29703,S92000003,P,2,2,1,1,2,1,1,1,1,X,X,X,X,X
29703,29704,S92000003,P,2,1,2,1,2,1,1,1,1,3,9,2,X,4
29704,29705,S92000003,P,1,2,3,2,2,2,2,3,2,1,8,2,3,2
29705,29706,S92000003,P,1,2,3,3,2,1,1,1,1,2,1,4,3,2
29706,29707,S92000003,P,1,1,5,2,2,1,3,1,2,1,3,9,3,2
29707,29708,S92000003,P,0,1,5,3,2,1,1,1,1,1,2,3,3,2
29708,29709,S92000003,P,1,2,5,2,2,1,2,1,2,1,3,8,2,1
29709,29710,S92000003,P,1,2,1,1,1,2,1,1,2,X,X,X,X,X
29710,29711,S92000003,P,1,1,6,2,2,1,2,1,1,2,3,8,3,2
29711,29712,S92000003,P,1,2,4,2,2,1,1,1,2,2,2,10,2,2
29712,29713,S92000003,P,1,1,6,2,2,1,4,1,2,1,2,2,3,1
29713,29714,S92000003,P,1,2,4,2,2,1,2,1,1,1,5,12,2,3
29714,29715,S92000003,P,1,2,6,2,2,2,2,1,2,1,2,6,3,1
29715,29716,S92000003,P,1,2,1,1,1,1,2,1,2,X,X,X,X,X
29716,29717,S92000003,P,1,2,6,2,2,1,1,1,2,5,4,11,X,2
29717,29718,S92000003,P,1,1,5,2,2,1,1,1,2,2,5,1,4,3
29718,29719,S92000003,P,1,1,7,2,2,1,2,1,2,2,5,1,3,3
29719,29720,S92000003,P,1,2,1,1,1,1,1,1,9,X,X,X,X,X
29720,29721,S92000003,P,1,1,2,1,1,1,1,1,1,6,X,X,X,3
29721,29722,S92000003,P,1,1,6,2,2,1,1,1,2,1,2,9,3,1
29722,29723,S92000003,P,1,2,4,2,2,1,1,1,1,6,3,12,X,3
29723,29724,S92000003,P,0,2,6,5,2,1,1,1,1,5,8,6,X,3
29724,29725,S92000003,P,1,1,8,2,2,1,2,1,1,5,8,4,X,4
29725,29726,S92000003,P,1,2,7,2,2,1,2,1,2,5,8,2,X,4
29726,29727,S92000003,P,1,2,1,1,1,1,2,1,1,X,X,X,X,X
29727,29728,S92000003,P,1,2,6,2,2,1,1,1,2,5,4,7,X,2
29728,29729,S92000003,P,2,2,6,4,2,1,4,1,2,1,6,11,3,4
29729,29730,S92000003,P,3,1,3,1,2,1,1,1,2,1,8,8,4,1
29730,29731,S92000003,P,0,1,3,2,2,2,1,3,6,1,9,13,2,4
29731,29732,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
29732,29733,S92000003,P,2,1,5,1,2,1,2,1,9,1,8,3,3,4
29733,29734,S92000003,P,1,1,4,2,2,2,2,1,2,1,5,4,4,3
29734,29735,S92000003,P,1,1,1,1,1,1,2,1,1,X,X,X,X,X
29735,29736,S92000003,P,1,2,3,2,2,1,1,1,2,1,2,4,3,3
29736,29737,S92000003,P,0,1,6,1,2,1,2,1,1,2,5,1,4,3
29737,29738,S92000003,P,1,2,4,2,2,1,1,1,2,1,2,11,2,4
29738,29739,S92000003,P,1,2,6,2,2,1,1,1,2,1,9,11,2,3
29739,29740,S92000003,P,1,2,5,2,2,1,2,1,9,1,7,5,2,1
29740,29741,S92000003,P,1,2,2,1,1,1,2,1,1,4,X,X,X,4
29741,29742,S92000003,P,1,2,2,1,2,1,1,1,1,1,1,5,3,4
29742,29743,S92000003,P,1,2,3,2,2,2,1,1,2,1,9,2,2,4
29743,29744,S92000003,P,1,1,5,2,2,1,2,1,2,1,2,3,4,2
29744,29745,S92000003,P,1,1,4,2,2,1,1,1,1,1,9,8,3,4
29745,29746,S92000003,P,1,2,4,2,1,1,1,1,1,4,4,12,2,2
29746,29747,S92000003,P,1,2,8,2,2,1,2,1,2,5,7,4,X,2
29747,29748,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
29748,29749,S92000003,P,1,2,3,2,2,2,1,1,2,1,1,5,2,1
29749,29750,S92000003,P,4,2,6,4,2,1,5,1,1,8,8,1,X,3
29750,29751,S92000003,P,0,2,5,4,2,1,4,1,2,8,6,11,X,4
29751,29752,S92000003,P,1,2,2,1,2,1,1,1,1,1,6,2,3,2
29752,29753,S92000003,P,1,1,2,1,2,1,1,1,1,1,5,3,3,3
29753,29754,S92000003,P,1,1,1,1,1,1,1,1,9,X,X,X,X,X
29754,29755,S92000003,P,1,1,5,2,2,2,1,1,9,1,3,8,3,1
29755,29756,S92000003,P,0,2,8,4,2,1,3,1,2,5,9,5,X,4
29756,29757,S92000003,P,1,2,5,2,2,1,3,1,1,7,8,2,X,3
29757,29758,S92000003,P,1,2,5,2,2,1,1,1,2,1,6,11,3,4
29758,29759,S92000003,P,2,1,1,1,1,1,1,1,9,X,X,X,X,X
29759,29760,S92000003,P,1,1,1,1,2,1,1,1,2,X,X,X,X,X
29760,29761,S92000003,P,1,1,8,2,2,1,2,1,2,5,2,10,X,1
29761,29762,S92000003,P,1,2,8,2,2,1,1,1,2,5,4,8,X,1
29762,29763,S92000003,P,0,2,8,5,2,1,2,1,2,5,4,10,X,2
29763,29764,S92000003,P,1,1,3,1,2,1,1,1,2,1,6,6,3,1
29764,29765,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,3
29765,29766,S92000003,P,1,1,4,2,2,1,1,1,2,1,3,12,2,1
29766,29767,S92000003,P,1,1,1,1,2,2,1,1,1,X,X,X,X,X
29767,29768,S92000003,C,X,1,6,4,2,1,4,1,2,9,9,5,X,X
29768,29769,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
29769,29770,S92000003,P,1,2,4,2,2,1,4,3,6,7,X,X,X,4
29770,29771,S92000003,P,1,1,3,2,2,1,2,1,1,1,9,2,4,4
29771,29772,S92000003,P,1,1,1,1,1,1,2,3,6,X,X,X,X,X
29772,29773,S92000003,P,3,1,5,3,1,2,1,1,2,4,5,9,3,2
29773,29774,S92000003,P,1,2,4,2,2,1,1,1,1,1,6,11,3,2
29774,29775,S92000003,P,1,2,4,2,2,1,1,1,2,1,6,10,3,3
29775,29776,S92000003,P,1,2,3,1,2,1,1,1,1,1,4,9,3,4
29776,29777,S92000003,P,2,2,1,1,2,1,1,1,1,X,X,X,X,X
29777,29778,S92000003,P,1,2,3,2,2,1,1,1,1,1,7,4,3,3
29778,29779,S92000003,P,1,2,4,2,2,1,1,1,2,1,4,11,2,2
29779,29780,S92000003,P,1,1,7,2,2,1,3,1,2,3,9,4,X,4
29780,29781,S92000003,P,1,2,5,2,2,2,2,3,6,1,7,4,2,2
29781,29782,S92000003,P,3,2,1,1,2,1,1,1,9,X,X,X,X,X
29782,29783,S92000003,P,2,2,1,1,1,1,1,1,2,X,X,X,X,X
29783,29784,S92000003,P,4,2,3,1,2,1,1,1,2,1,7,4,1,4
29784,29785,S92000003,P,1,1,8,2,2,1,2,1,2,5,5,10,X,3
29785,29786,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
29786,29787,S92000003,P,2,2,5,4,1,1,1,1,1,4,4,11,3,4
29787,29788,S92000003,P,1,1,6,2,2,2,3,3,9,5,1,4,X,2
29788,29789,S92000003,P,0,2,4,1,2,1,1,1,2,1,3,9,4,2
29789,29790,S92000003,P,0,2,7,5,2,1,4,1,2,5,4,11,X,2
29790,29791,S92000003,P,1,1,4,2,2,1,2,1,2,1,5,3,4,3
29791,29792,S92000003,P,0,2,8,5,2,1,2,1,2,5,9,11,X,4
29792,29793,S92000003,P,4,2,3,1,2,1,5,1,1,8,X,X,X,4
29793,29794,S92000003,P,0,1,8,4,2,1,2,1,2,5,9,1,X,4
29794,29795,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
29795,29796,S92000003,P,4,1,1,1,1,1,3,1,2,X,X,X,X,X
29796,29797,S92000003,P,1,1,1,1,2,1,1,4,2,X,X,X,X,X
29797,29798,S92000003,P,1,1,2,1,1,2,1,4,6,4,6,11,1,1
29798,29799,S92000003,P,1,2,2,1,1,2,1,1,2,6,X,X,X,3
29799,29800,S92000003,P,0,1,3,1,2,1,2,1,1,3,4,5,X,2
29800,29801,S92000003,P,0,1,4,4,2,1,4,1,1,8,X,X,X,4
29801,29802,S92000003,P,2,1,3,1,2,1,2,1,1,1,3,8,3,2
29802,29803,S92000003,C,X,2,2,1,1,1,2,1,9,4,7,4,1,X
29803,29804,S92000003,P,0,1,3,1,1,1,1,1,1,4,7,6,2,1
29804,29805,S92000003,P,2,1,4,1,2,1,4,1,2,8,9,2,X,2
29805,29806,S92000003,P,0,2,2,1,1,2,1,1,2,4,9,2,1,2
29806,29807,S92000003,P,0,2,2,1,1,1,1,1,1,4,7,4,1,2
29807,29808,S92000003,P,0,2,2,1,1,1,1,1,1,4,7,4,1,2
29808,29809,S92000003,P,0,1,3,1,2,1,1,1,1,1,2,10,3,1
29809,29810,S92000003,P,0,1,3,1,2,1,1,1,1,1,3,4,3,1
29810,29811,S92000003,P,1,1,3,2,2,1,3,1,1,1,9,8,2,4
29811,29812,S92000003,P,0,1,2,1,1,2,1,6,6,6,X,X,X,2
29812,29813,S92000003,C,X,2,2,1,1,1,1,1,3,6,9,5,X,X
29813,29814,S92000003,P,1,2,8,2,2,1,3,1,2,2,4,1,1,2
29814,29815,S92000003,P,2,1,3,1,2,1,1,1,2,1,8,2,3,4
29815,29816,S92000003,P,3,1,2,1,2,1,1,1,2,1,8,2,2,2
29816,29817,S92000003,P,1,2,4,2,2,1,2,1,2,1,6,13,1,3
29817,29818,S92000003,P,1,1,7,2,2,1,2,1,2,5,5,2,X,4
29818,29819,S92000003,P,1,2,2,1,2,1,2,1,2,1,7,4,3,3
29819,29820,S92000003,P,4,2,1,1,1,1,1,5,1,X,X,X,X,X
29820,29821,S92000003,P,0,1,4,4,2,1,2,1,1,1,5,3,4,3
29821,29822,S92000003,P,1,1,7,2,2,1,2,1,2,5,8,2,X,4
29822,29823,S92000003,P,1,1,7,2,2,1,2,1,2,1,3,2,3,2
29823,29824,S92000003,P,1,2,8,2,2,1,3,1,2,5,7,6,X,3
29824,29825,S92000003,P,1,1,3,1,2,1,1,1,2,1,5,4,3,4
29825,29826,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
29826,29827,S92000003,P,1,1,8,2,2,1,4,1,2,5,8,6,X,3
29827,29828,S92000003,P,4,1,1,1,1,1,2,1,2,X,X,X,X,X
29828,29829,S92000003,P,1,2,6,2,2,1,2,1,2,1,4,9,3,2
29829,29830,S92000003,P,0,2,7,5,2,1,3,1,2,5,2,11,X,1
29830,29831,S92000003,P,1,1,4,2,2,1,1,1,2,1,3,2,3,2
29831,29832,S92000003,P,1,1,7,2,2,1,4,1,2,5,3,7,X,1
29832,29833,S92000003,P,1,2,7,2,2,1,1,1,2,5,4,9,X,2
29833,29834,S92000003,P,0,1,4,4,2,1,1,1,1,1,8,2,3,4
29834,29835,S92000003,P,1,1,5,2,2,1,1,1,1,1,2,8,3,1
29835,29836,S92000003,P,1,1,2,1,2,1,1,1,1,1,8,6,3,3
29836,29837,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
29837,29838,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
29838,29839,S92000003,P,0,1,5,4,2,1,1,1,1,1,2,11,3,1
29839,29840,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
29840,29841,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
29841,29842,S92000003,P,0,1,7,1,2,1,2,1,2,5,9,3,X,4
29842,29843,S92000003,P,1,1,4,2,2,1,2,1,2,1,6,7,2,3
29843,29844,S92000003,P,0,1,5,4,2,1,1,1,2,1,2,9,3,1
29844,29845,S92000003,P,1,2,8,2,2,1,2,1,2,5,4,2,X,2
29845,29846,S92000003,P,1,1,7,2,2,1,3,1,2,5,1,2,X,2
29846,29847,S92000003,P,2,1,3,1,2,1,1,1,1,1,3,11,3,2
29847,29848,S92000003,P,2,1,2,1,2,1,1,1,1,1,5,3,4,3
29848,29849,S92000003,P,4,1,2,1,1,1,1,1,2,6,X,X,X,2
29849,29850,S92000003,P,4,2,1,1,1,1,2,1,1,X,X,X,X,X
29850,29851,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
29851,29852,S92000003,P,2,1,4,1,2,1,2,1,2,1,9,2,1,4
29852,29853,S92000003,P,4,2,5,3,2,1,1,1,2,1,7,10,3,2
29853,29854,S92000003,P,1,2,2,1,1,1,2,1,1,4,7,4,1,2
29854,29855,S92000003,P,1,1,5,2,2,1,2,1,1,2,5,3,3,3
29855,29856,S92000003,P,4,1,1,1,2,1,1,1,1,X,X,X,X,X
29856,29857,S92000003,P,3,1,2,1,2,1,1,1,1,1,2,6,3,2
29857,29858,S92000003,P,0,2,8,5,2,1,2,1,9,5,4,8,X,2
29858,29859,S92000003,P,0,2,8,1,2,1,2,1,2,5,4,3,X,2
29859,29860,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
29860,29861,S92000003,P,0,2,4,1,2,1,1,1,2,1,3,11,3,2
29861,29862,S92000003,P,1,2,5,2,2,1,2,1,2,1,6,5,2,4
29862,29863,S92000003,P,1,2,4,2,2,1,1,1,2,1,7,4,2,4
29863,29864,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
29864,29865,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
29865,29866,S92000003,P,2,2,4,4,2,2,2,1,2,1,6,11,3,2
29866,29867,S92000003,P,1,2,6,2,2,1,1,1,2,2,3,8,2,2
29867,29868,S92000003,P,2,2,4,1,2,1,3,1,2,2,3,10,1,2
29868,29869,S92000003,P,1,2,6,2,2,1,1,1,2,2,1,4,2,1
29869,29870,S92000003,P,1,1,7,2,2,1,3,1,2,5,1,2,X,1
29870,29871,S92000003,P,1,2,5,2,2,1,2,1,2,1,9,1,1,3
29871,29872,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
29872,29873,S92000003,P,1,1,1,1,1,1,3,1,2,X,X,X,X,X
29873,29874,S92000003,P,4,2,1,1,1,1,1,1,1,X,X,X,X,X
29874,29875,S92000003,P,2,2,1,1,2,1,1,1,2,X,X,X,X,X
29875,29876,S92000003,P,1,2,4,2,2,1,1,1,2,1,6,11,3,3
29876,29877,S92000003,P,1,1,7,2,2,1,4,1,2,5,5,2,X,3
29877,29878,S92000003,P,3,1,5,1,2,1,3,1,2,8,9,3,X,4
29878,29879,S92000003,P,1,1,8,2,2,1,2,1,2,5,3,6,X,2
29879,29880,S92000003,P,1,1,7,2,2,1,2,1,2,5,9,6,X,4
29880,29881,S92000003,P,4,2,3,1,2,1,2,1,1,1,9,5,2,4
29881,29882,S92000003,P,1,1,5,2,2,1,2,1,2,2,5,3,4,3
29882,29883,S92000003,P,1,1,1,1,1,1,1,1,9,X,X,X,X,X
29883,29884,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
29884,29885,S92000003,C,X,1,6,2,2,1,2,1,2,2,1,5,4,X
29885,29886,S92000003,P,4,2,5,4,2,1,1,1,2,2,1,5,4,2
